8, 3, 0, 1048576, 1.855907, 0.004382 
8, 3, 1, 1048576, 1.744884, 0.003100 
8, 3, 2, 1048576, 1.052177, 0.003480 
8, 3, 3, 1048576, 1.066198, 0.003685 
8, 3, 0, 16777216, 35.378330, 0.056333 
8, 3, 1, 16777216, 32.087658, 0.094303 
8, 3, 2, 16777216, 18.519541, 0.083897 
8, 3, 3, 16777216, 21.039322, 0.056293 
8, 3, 0, 65536, 0.091975, 0.000341 
8, 3, 1, 65536, 0.076493, 0.000868 
8, 3, 2, 65536, 0.049262, 0.000485 
8, 3, 3, 65536, 0.049648, 0.001024 
16, 3, 0, 1048576, 1.231102, 0.004659 
16, 3, 1, 1048576, 1.132066, 0.003591 
16, 3, 2, 1048576, 0.706024, 0.003411 
16, 3, 3, 1048576, 0.724510, 0.004123 
16, 3, 0, 16777216, 22.556879, 0.056997 
16, 3, 1, 16777216, 21.319263, 0.086009 
16, 3, 2, 16777216, 12.775318, 0.083559 
16, 3, 3, 16777216, 13.166369, 0.082685 
16, 3, 0, 65536, 0.064568, 0.000998 
16, 3, 1, 65536, 0.056597, 0.000749 
16, 3, 2, 65536, 0.042985, 0.000485 
16, 3, 3, 65536, 0.037267, 0.000921 
32, 3, 0, 1048576, 0.959707, 0.003162 
32, 3, 1, 1048576, 0.901210, 0.003511 
32, 3, 2, 1048576, 0.577328, 0.003136 
32, 3, 3, 1048576, 0.594743, 0.003141 
32, 3, 0, 16777216, 16.866676, 0.070581 
32, 3, 1, 16777216, 16.083445, 0.086340 
32, 3, 2, 16777216, 9.990120, 0.084588 
32, 3, 3, 16777216, 10.222735, 0.082728 
32, 3, 0, 65536, 0.048200, 0.000494 
32, 3, 1, 65536, 0.041555, 0.000876 
32, 3, 2, 65536, 0.020585, 0.000490 
32, 3, 3, 65536, 0.024398, 0.000491 
64, 3, 0, 1048576, 0.819980, 0.003122 
64, 3, 1, 1048576, 0.773098, 0.002927 
64, 3, 2, 1048576, 0.513086, 0.004291 
64, 3, 3, 1048576, 0.529872, 0.003142 
64, 3, 0, 16777216, 14.077776, 0.083352 
64, 3, 1, 16777216, 14.933491, 0.060050 
64, 3, 2, 16777216, 8.467031, 0.066472 
64, 3, 3, 16777216, 9.141473, 0.056676 
64, 3, 0, 65536, 0.041278, 0.000961 
64, 3, 1, 65536, 0.039767, 0.000938 
64, 3, 2, 65536, 0.018635, 0.000481 
64, 3, 3, 65536, 0.019718, 0.000468 
